duration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,fHeaderBytes,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bVarianceDataBytes,bAvgSegmentSize,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,sflow_fpacket,sflow_fbytes,sflow_bpacket,sflow_bbytes,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,FFNEPD,Init_Win_bytes_forward,Init_Win_bytes_backward,RRT_samples_clnt,Act_data_pkt_forward,min_seg_size_forward,calss
114000,5,3,508,1338,52,52,292,1226,101.6,446,106.4920185,675.5112878,114000,69336,6374,25529,62876,43807,28500,34668,26874.30315,12924.49771,1,1,0,0,100,60,43.85964912,26.31578947,70.1754386,16192.98246,52,1226,230.75,410.6424409,3238,34109,16285.71429,14191.11411,1,2,0,2,7,0,0,0,2.633858268,230.75,101.6,100,0,0,0,456315.5,446,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,926720,2,5,32,benign
272512,4,0,239,0,52,-1,83,-1,59.75,0,15.48924358,0,272512,0,5,-1,242256,-1,90837.33333,0,132001.5704,0,1,0,0,0,80,0,14.6782527,0,14.6782527,877.0255989,52,83,59.75,15.48924358,5,242256,90837.33333,132001.5704,1,0,0,1,4,0,0,0,0,59.75,59.75,80,239,4,877,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,5,104320,-1,0,4,32,benign
28240881,2,0,80,0,40,-1,40,-1,40,0,1,0,28240881,0,28240881,-1,28240881,-1,2.82E+07,0,0,0,0,0,0,0,40,0,0.07081932,0,0.07081932,2.832772816,40,40,40,1,28240881,28240881,2.82E+07,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,28240881,2.82E+07,28240881,0,28240881,2.82E+07,28240881,0,3,88704,-1,0,2,20,benign
61024354,5,7,473,4930,52,52,257,1390,94.6,704.2857143,90.84905063,669.377127,285127,60990277,2,5,245247,60746328,71281.75,1.02E+07,117490.0778,2.48E+07,1,1,0,0,100,140,0.081934501,0.114708302,0.196642803,88.53842189,52,1390,450.25,588.1854415,2,60739227,5547668.545,1.83E+07,1,2,0,2,11,0,0,0,10.42283298,450.25,94.6,100,0,0,0,448065.7381,704,4818,5,23584,5,473,7,4930,61024354,6.10E+07,61024354,0,60739227,6.07E+07,60739227,0,2,4194240,926720,6,5,32,benign
1527349,3,3,192,180,64,52,64,64,64,60,0.707106781,6.892024376,1097251,1527349,206995,95843,890256,1431506,548625.5,763674.5,483138.4864,944456.3647,2,2,0,0,60,60,1.964187622,1.964187622,3.928375244,243.5592651,52,64,62,4.878524367,7648,890256,305469.8,350167.9917,0,0,0,4,6,0,0,0,0.9375,62,64,60,0,0,0,47.5,60,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,88704,159360,2,3,32,benign
7061001,2,0,80,0,40,-1,40,-1,40,0,1,0,7061001,0,7061001,-1,7061001,-1,7061001,0,0,0,0,0,0,0,40,0,0.283245959,0,0.283245959,11.32983836,40,40,40,1,7061001,7061001,7061001,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,7061001,7061001,7061001,0,7061001,7061001,7061001,0,3,88704,-1,0,2,20,benign
68204,1,1,63,298,63,298,63,298,63,298,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,14.66189666,14.66189666,29.32379333,5292.944695,63,298,180.5,166.1670846,68204,68204,68204,0,0,0,0,0,0,0,0,0,4.73015873,180.5,63,20,0,0,0,0,298,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
79369,3,2,868,719,52,52,429,667,289.3333333,359.5,206.6055017,434.8695207,79369,26419,5,26419,79364,26419,39684.5,26419,56115.28704,0,2,1,0,0,60,40,37.79813277,25.19875518,62.99688795,19995.21224,52,667,317.4,264.7603633,5,50935,19842.25,23954.94639,0,0,0,3,5,0,0,0,0.828341014,317.4,289.3333333,60,0,0,0,189111.5,359,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,130432,10496,1,3,32,benign
1758752,2,0,80,0,40,-1,40,-1,40,0,1,0,1758752,0,1758752,-1,1758752,-1,1758752,0,0,0,0,0,0,0,40,0,1.137169993,0,1.137169993,45.48679973,40,40,40,1,1758752,1758752,1758752,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,1758752,1758752,1758752,0,1758752,1758752,1758752,0,3,88704,-1,0,2,20,benign
5779,1,1,52,52,52,52,52,52,52,52,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,173.0403184,173.0403184,346.0806368,17996.19311,52,52,52,1,5779,5779,5779,0,1,0,0,0,2,0,0,0,1,52,52,20,0,0,0,0,52,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,15040,100096,1,1,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5824,-1,0,1,32,benign
443251,2,0,80,0,40,-1,40,-1,40,0,1,0,443251,0,443251,-1,443251,-1,443251,0,0,0,0,0,0,0,40,0,4.51211616,0,4.51211616,180.4846464,40,40,40,1,443251,443251,443251,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,88704,-1,0,2,20,benign
4874,1,1,52,52,52,52,52,52,52,52,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,205.1702913,205.1702913,410.3405827,21337.7103,52,52,52,1,4874,4874,4874,0,1,0,0,0,2,0,0,0,1,52,52,20,0,0,0,0,52,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,15040,105856,1,1,32,benign
59285894,10,11,1849,6497,52,52,730,1390,184.9,590.6363636,250.8403432,604.9543409,322626,59252253,3,9,106747,59008271,35847.33333,5925225.3,38484.16214,1.87E+07,3,5,0,0,200,220,0.168674188,0.185541606,0.354215794,140.7754769,52,1390,397.4285714,504.3952886,3,58963254,2964294.7,1.32E+07,1,2,0,8,20,0,0,0,3.513791239,397.4285714,184.9,200,0,0,0,365969.7545,590,4356,5,3236255,10,1849,11,6497,59285880,5.93E+07,59285880,0,58963254,5.90E+07,58963254,0,2,4194240,926720,10,10,32,benign
51680260,2,0,104,0,52,-1,52,-1,52,0,1,0,51680260,0,51680260,-1,51680260,-1,5.17E+07,0,0,0,0,0,0,0,40,0,0.038699496,0,0.038699496,2.012373777,52,52,52,1,51680260,51680260,5.17E+07,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,51680260,5.17E+07,51680260,0,51680260,5.17E+07,51680260,0,3,87616,-1,0,2,32,benign
5143,1,1,52,52,52,52,52,52,52,52,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,194.4390434,194.4390434,388.8780867,20221.66051,52,52,52,1,5143,5143,5143,0,1,0,0,0,2,0,0,0,1,52,52,20,0,0,0,0,52,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,15040,105664,1,1,32,benign
603,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1658.374793,1658.374793,3316.749585,804311.7745,71,414,242.5,242.5355644,603,603,603,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
239802292,1,2,52,116,52,52,52,64,52,58,0,8.426149773,0,239799043,-1,239799043,-1,239799043,0,2.40E+08,0,0,0,0,0,0,20,40,0.004170102,0.008340204,0.012510306,0.700577124,52,64,56,6.892024376,3249,239799043,1.20E+08,1.70E+08,2,0,0,0,3,0,0,0,2.230769231,56,52,20,0,0,0,71,58,0,0,0,1,52,2,116,239802292,2.40E+08,239802292,0,239799043,2.40E+08,239799043,0,2,15040,107904,1,1,32,benign
5560,1,1,52,52,52,52,52,52,52,52,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,179.8561151,179.8561151,359.7122302,18705.03597,52,52,52,1,5560,5560,5560,0,1,0,0,0,2,0,0,0,1,52,52,20,0,0,0,0,52,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,15040,105664,1,1,32,benign
5995,2,0,813,0,83,-1,730,-1,406.5,0,457.4969945,0,5995,0,5995,-1,5995,-1,5995,0,0,0,2,0,0,0,40,0,333.6113428,0,333.6113428,135613.0108,83,730,406.5,457.4969945,5995,5995,5995,0,1,0,0,2,2,0,0,0,0,406.5,406.5,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,89792,-1,0,2,32,benign
0,0,1,0,83,-1,83,-1,83,0,83,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,20,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,0,0,0,0,0,0,83,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,-1,111168,1,0,0,benign
5572,1,1,52,52,52,52,52,52,52,52,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,179.4687724,179.4687724,358.9375449,18664.75233,52,52,52,1,5572,5572,5572,0,1,0,0,0,2,0,0,0,1,52,52,20,0,0,0,0,52,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,15040,105664,1,1,32,benign
58515388,0,8,0,664,-1,83,-1,83,0,83,0,0.377964473,0,58515388,-1,464879,-1,29479255,0,8359341.143,0,1.06E+07,0,8,0,0,0,160,0,0.136716175,0.136716175,11.34744249,83,83,83,0.377964473,464879,29479255,8359341.143,1.06E+07,0,0,0,8,8,0,0,0,0,83,0,0,0,0,0,-0.142857143,83,0,0,0,0,0,1,132,3212748,1.17E+07,29479255,1.10E+07,1827745,1.14E+07,29479255,1.12E+07,9,-1,109504,1,0,0,benign
265802670,2,0,104,0,52,-1,52,-1,52,0,1,0,265802670,0,265802670,-1,265802670,-1,2.66E+08,0,0,0,0,0,0,0,40,0,0.007524379,0,0.007524379,0.391267703,52,52,52,1,265802670,265802670,2.66E+08,0,1,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,265802670,2.66E+08,265802670,0,265802670,2.66E+08,265802670,0,3,87616,-1,0,2,32,benign
76529249,22,34,1359,42096,52,52,251,1390,61.77272727,1238.117647,42.32913195,421.0952001,1829870,75222517,2,4,1013745,74706002,87136.66667,2279470.212,231666.4273,1.30E+07,1,2,0,0,440,680,0.287471787,0.444274581,0.731746368,567.8221147,52,1390,775.9821429,665.6872318,2,74699379,1391440.891,1.01E+07,1,3,0,3,54,0,0,0,30.97571744,775.9821429,61.77272727,440,416,8,347971,177321.1676,1238,13994,10,7583815,11,679,17,21048,1013745,3.83E+07,75515504,5.27E+07,1013745,3.79E+07,74699379,5.21E+07,3,4194240,1853440,33,22,32,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,109696,-1,0,1,32,benign
12920126,2,0,104,0,52,-1,52,-1,52,0,1,0,12920126,0,12920126,-1,12920126,-1,1.29E+07,0,0,0,0,0,0,0,40,0,0.154797252,0,0.154797252,8.049457103,52,52,52,1,12920126,12920126,1.29E+07,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,12920126,1.29E+07,12920126,0,12920126,1.29E+07,12920126,0,3,87616,-1,0,2,32,benign
479267,52,110,3531,134167,52,52,396,1390,67.90384615,1219.7,56.03946775,418.5982298,424255,272711,2,4,210251,74565,8318.72549,2501.93578,29859.19007,8622.68794,8,13,0,0,1040,2200,108.4990204,229.5171585,338.0161789,287309.579,52,1390,849.9876543,640.755033,2,206556,2976.813665,17025.62458,0,2,0,21,161,0,0,0,37.99688474,849.9876543,67.90384615,1040,498,6,39235,175224.478,1219,8814,7,2432598,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,1853440,107,52,32,benign
0,0,1,0,83,-1,83,-1,83,0,83,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,20,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,0,0,0,0,0,0,83,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,-1,101440,1,0,0,benign
3238001,2,0,104,0,52,-1,52,-1,52,0,1,0,3238001,0,3238001,-1,3238001,-1,3238001,0,0,0,0,0,0,0,40,0,0.617665035,0,0.617665035,32.1185818,52,52,52,1,3238001,3238001,3238001,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,3238001,3238001,3238001,0,3238001,3238001,3238001,0,3,87616,-1,0,2,32,benign
508,1,1,61,396,61,396,61,396,61,396,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1968.503937,1968.503937,3937.007874,899606.2992,61,396,228.5,236.8786609,508,508,508,0,0,0,0,0,0,0,0,0,6.491803279,228.5,61,20,0,0,0,0,396,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
1071,2,0,104,0,52,-1,52,-1,52,0,1,0,1071,0,1071,-1,1071,-1,1071,0,0,0,0,0,0,0,40,0,1867.413632,0,1867.413632,97105.50887,52,52,52,1,1071,1071,1071,0,0,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,5120,-1,0,2,32,benign
1450237,3,2,180,128,52,64,64,64,60,64,6.892024376,1,1450237,1066707,386239,1066707,1063998,1066707,725118.5,1066707,479247.9849,0,1,2,0,0,60,40,2.068627404,1.379084936,3.447712339,212.3790801,52,64,61.6,5.343220003,4970,1059028,362559.25,496365.0563,0,0,0,3,5,0,0,0,0.711111111,61.6,60,60,0,0,0,-1,64,0,0,0,3,180,2,128,1445267,1445267,1445267,0,1059028,1059028,1059028,0,2,87040,150272,1,3,32,benign
2526751,16,31,1243,35700,52,52,254,1390,77.6875,1151.612903,68.65878798,472.5781895,2526751,442560,2,2,1915999,160471,168450.0667,14752,487384.8059,44542.25687,2,5,0,0,320,620,6.332242473,12.26871979,18.60096226,14620.7521,52,1390,786.0212766,641.6991368,2,1915999,54929.36957,283069.3932,0,2,1,7,46,0,0,0,28.72083669,786.0212766,77.6875,320,260,5,15349,223330.1452,1151,11880,10,6684171,16,1243,31,35700,2526751,2526751,2526751,0,1915999,1915999,1915999,0,2,4194240,1853440,30,16,32,benign
59928007,7,9,1617,1098,52,52,729,472,231,122,289.8260973,138.4056538,234625,59894321,1759,14,81119,59701026,39104.16667,7486790.125,33180.14735,2.11E+07,3,4,0,0,140,180,0.116806821,0.150180199,0.26698702,45.30435995,52,729,169.6875,216.6450919,14,59693368,3995200.467,1.54E+07,1,2,0,7,15,0,0,0,0.679035251,169.6875,231,140,0,0,0,19156.125,122,0,0,0,7,1617,9,1098,59927993,5.99E+07,59927993,0,59693368,5.97E+07,59693368,0,2,4194240,926720,6,7,32,benign
34211483,5,5,701,362,52,52,321,146,140.2,72.4,122.9062651,41.28619624,1149240,33968847,2,439,885125,33073995,287310,8492211.75,417328.2563,1.64E+07,2,1,0,0,100,100,0.146149759,0.146149759,0.292299518,31.07143879,52,321,106.3,93.53258493,2,33062243,3801275.889,1.10E+07,1,2,0,3,9,0,0,0,0.516405136,106.3,140.2,100,0,0,0,1704.55,72,0,0,0,5,701,5,362,34211483,3.42E+07,34211483,0,33062243,3.31E+07,33062243,0,2,4194240,913920,3,5,32,benign
653824,34,54,2874,56961,52,52,419,1390,84.52941176,1054.833333,75.88697149,565.5125326,586625,622307,1,4,266246,273343,17776.51515,11741.64151,47630.25245,41356.25306,11,14,0,0,680,1080,52.00176194,82.59103367,134.5927956,91515.4537,52,1390,679.9431818,650.221675,1,238068,7515.218391,27539.18994,0,2,0,25,87,0,0,0,19.81941545,679.9431818,84.52941176,680,456,5,30696,319804.4245,1054,7628,6,2076486,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,2722560,50,34,32,benign
569,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1757.469244,1757.469244,3514.938489,852372.5835,71,414,242.5,242.5355644,569,569,569,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
60125779,11,11,767,10026,52,52,239,1390,69.72727273,911.4545455,56.19179817,664.2956968,86371,60110180,2,8,67623,60045673,8637.1,6011018,21444.10465,1.90E+07,1,1,0,0,220,220,0.182949813,0.182949813,0.365899625,179.5070298,52,1390,490.5909091,630.2395734,2,60039408,2863132.333,1.31E+07,1,2,0,2,21,0,0,0,13.07170795,490.5909091,69.72727273,220,416,8,370106,441288.7727,911,9914,9,213617,11,767,11,10026,60125779,6.01E+07,60125779,0,60039408,6.00E+07,60039408,0,2,4194240,1853440,10,11,32,benign
579,1,1,57,247,57,247,57,247,57,247,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1727.115717,1727.115717,3454.231434,525043.1779,57,247,152,134.3465668,579,579,579,0,0,0,0,0,0,0,0,0,4.333333333,152,57,20,0,0,0,0,247,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
1749,3,0,187,0,52,-1,83,-1,62.33333333,0,17.88388474,0,1749,0,2,-1,1747,-1,874.5,0,1233.900928,0,1,0,0,0,60,0,1715.265866,0,1715.265866,106918.239,52,83,62.33333333,17.88388474,2,1747,874.5,1233.900928,1,0,0,1,3,0,0,0,0,62.33333333,62.33333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,89792,-1,0,3,32,benign
1267,1,1,58,279,58,279,58,279,58,279,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,789.2659826,789.2659826,1578.531965,265982.6361,58,279,168.5,156.267399,1267,1267,1267,0,0,0,0,0,0,0,0,0,4.810344828,168.5,58,20,0,0,0,0,279,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
8029871,2,0,104,0,52,-1,52,-1,52,0,1,0,8029871,0,8029871,-1,8029871,-1,8029871,0,0,0,0,0,0,0,40,0,0.249070004,0,0.249070004,12.95164019,52,52,52,1,8029871,8029871,8029871,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,8029871,8029871,8029871,0,8029871,8029871,8029871,0,3,299072,-1,0,2,32,benign
59785181,1,2,52,147,52,64,52,83,52,73.5,0,13.39776101,0,59645890,-1,59645890,-1,59645890,0,5.96E+07,0,0,0,1,0,0,20,40,0.016726553,0.033453106,0.050179659,3.328584052,52,83,66.33333333,15.61516357,139291,59645890,2.99E+07,4.21E+07,1,0,0,1,3,0,0,0,2.826923077,66.33333333,52,20,0,0,0,179.5,73,0,0,0,1,52,2,147,59785181,5.98E+07,59785181,0,59645890,5.96E+07,59645890,0,2,30016,109504,1,1,32,benign
203487,2,2,104,741,52,339,52,402,52,370.5,1,44.53650188,6000,15,6000,15,6000,15,6000,15,0,0,0,2,0,0,40,40,9.828637702,9.828637702,19.6572754,4152.599429,52,402,211.25,185.6751195,15,197472,67829,112314.0047,0,0,0,2,4,0,0,0,7.125,211.25,52,40,0,0,0,1983.5,370,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,94080,22336,2,2,32,benign
8028760,2,0,104,0,52,-1,52,-1,52,0,1,0,8028760,0,8028760,-1,8028760,-1,8028760,0,0,0,0,0,0,0,40,0,0.249104469,0,0.249104469,12.95343241,52,52,52,1,8028760,8028760,8028760,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,8028760,8028760,8028760,0,8028760,8028760,8028760,0,3,336512,-1,0,2,32,benign
59971829,4,3,919,1386,52,52,429,667,229.75,462,205.9965615,355.0697115,59957133,59968870,4,46661,59856515,59922209,2.00E+07,3.00E+07,3.45E+07,4.23E+07,2,2,0,0,80,60,0.066697983,0.050023487,0.116721469,38.4347124,52,667,329.2857143,280.4527377,4,59856515,9995304.833,2.44E+07,0,0,0,4,7,0,0,0,1.508161045,329.2857143,229.75,80,0,0,0,126074.5,462,0,0,0,4,919,3,1386,59871211,5.99E+07,59871211,0,59856515,5.99E+07,59856515,0,2,129152,9984,2,4,32,benign
179523,18,18,1758,5672,52,52,345,1390,97.66666667,315.1111111,80.2250511,499.0915735,111374,151211,2,8,35373,40544,6551.411765,8894.764706,11264.27874,14589.00737,9,9,0,0,360,360,100.2657041,100.2657041,200.5314082,41387.45453,52,1390,206.3888889,369.1505135,2,40544,5129.228571,10270.72276,0,2,0,18,35,0,0,0,3.226393629,206.3888889,97.66666667,360,1019,10,75436,249092.3987,315,2497,6,963534,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,2722560,14,18,32,benign
8028760,2,0,104,0,52,-1,52,-1,52,0,1,0,8028760,0,8028760,-1,8028760,-1,8028760,0,0,0,0,0,0,0,40,0,0.249104469,0,0.249104469,12.95343241,52,52,52,1,8028760,8028760,8028760,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,8028760,8028760,8028760,0,8028760,8028760,8028760,0,3,402240,-1,0,2,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5824,-1,0,1,32,benign
567,1,1,73,260,73,260,73,260,73,260,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1763.66843,1763.66843,3527.336861,587301.5873,73,260,166.5,132.2251867,567,567,567,0,0,0,0,0,0,0,0,0,3.561643836,166.5,73,20,0,0,0,0,260,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
8028758,2,0,104,0,52,-1,52,-1,52,0,1,0,8028758,0,8028758,-1,8028758,-1,8028758,0,0,0,0,0,0,0,40,0,0.249104532,0,0.249104532,12.95343564,52,52,52,1,8028758,8028758,8028758,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,8028758,8028758,8028758,0,8028758,8028758,8028758,0,3,347456,-1,0,2,32,benign
59947928,7,8,1618,1017,52,52,730,477,231.1428571,127.125,290.1125808,148.9332904,278500,59914144,1250,14,119872,59711008,46416.66667,8559163.429,45620.10931,2.26E+07,3,3,0,0,140,160,0.116768006,0.133449149,0.250217155,43.95481358,52,730,175.6666667,223.7112829,14,59669414,4281994.857,1.59E+07,1,2,0,6,14,0,0,0,0.62855377,175.6666667,231.1428571,140,0,0,0,22181.125,127,0,0,0,7,1618,8,1017,59947914,5.99E+07,59947914,0,59669414,5.97E+07,59669414,0,2,4194240,926720,5,7,32,benign
0,0,1,0,83,-1,83,-1,83,0,83,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,20,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,0,0,0,0,0,0,83,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,-1,111168,1,0,0,benign
3059627,8,9,625,9358,52,52,253,1390,78.125,1039.777778,70.71459235,579.8166257,3059627,158511,2,203,2763755,156264,437089.5714,19813.875,1028288.139,55134.43987,1,1,0,0,160,180,2.614697805,2.94153503,5.556232835,3262.816023,52,1390,587.2352941,644.2632449,2,2763755,191226.6875,687502.8077,0,2,1,2,16,0,0,0,14.9728,587.2352941,78.125,160,208,4,185218,336187.3194,1039,9298,8,4137961,8,625,9,9358,3059627,3059627,3059627,0,2763755,2763755,2763755,0,2,4194240,1853440,8,8,32,benign
562,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1779.359431,1779.359431,3558.718861,862989.3238,71,414,242.5,242.5355644,562,562,562,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
0,0,1,0,83,-1,83,-1,83,0,83,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,1,0,0,0,20,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,0,0,0,0,0,0,83,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,-1,89792,1,0,0,benign
7720757,2,0,104,0,52,-1,52,-1,52,0,1,0,7720757,0,7720757,-1,7720757,-1,7720757,0,0,0,0,0,0,0,40,0,0.259041957,0,0.259041957,13.47018175,52,52,52,1,7720757,7720757,7720757,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,7720757,7720757,7720757,0,7720757,7720757,7720757,0,3,444736,-1,0,2,32,benign
5995,2,0,813,0,83,-1,730,-1,406.5,0,457.4969945,0,5995,0,5995,-1,5995,-1,5995,0,0,0,2,0,0,0,40,0,333.6113428,0,333.6113428,135613.0108,83,730,406.5,457.4969945,5995,5995,5995,0,1,0,0,2,2,0,0,0,0,406.5,406.5,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,104320,-1,0,2,32,benign
180193535,2,0,104,0,52,-1,52,-1,52,0,1,0,180193535,0,180193535,-1,180193535,-1,1.80E+08,0,0,0,0,0,0,0,40,0,0.011099177,0,0.011099177,0.577157222,52,52,52,1,180193535,180193535,1.80E+08,0,1,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,180193535,1.80E+08,180193535,0,180193535,1.80E+08,180193535,0,3,87616,-1,0,2,32,benign
